aid,enterprisename,socialcategory,gender,ph,,organisationtype,plantlocation,address,state,district,pincode,commmencedate,majoractivity,enterprisetype,nic5digitcode,totalemp,investmentcost,dic_name,registrationdate,lg_dist_code
8086781,Nasreen Enterprises,General,Male,No,Proprietary, 1) Hubby colony Botshah Lalbazar srinagarSRINAGARJAMMU AND KASHMIR,"Hubby colony, Botshah mohalla, Lalbazar ",JAMMU AND KASHMIR,SRINAGAR,190023,15-10-2019,Manufacturing,Micro, 1) 10795; 2) 10736; 3) 10793,6,2,SRINAGAR,23-11-2019,13
8088630,Knowracle Publication & Distribution,General,Female,No,Proprietary, 1) Shop No. 1 Swati Mahajan Bari Brahmna JammuSAMBAJAMMU AND KASHMIR,House No. 15 Lane No. 2 (1st Floor)Marble Enclave Sector 4 Extension Trikuta Nagar,JAMMU AND KASHMIR,JAMMU,180012,01-02-2016,Services,Small, 1) 58111,8,25,JAMMU,23-11-2019,5
7980599,S.K.INDUSTRIES,General,Male,No,Proprietary," 1) - IGC, PHASE III SIDCO SAMBA SAMBASAMBAJAMMU AND KASHMIR","IGC, PHASE III, SIDCO, PHASE III, SAMBA, SAMBA",JAMMU AND KASHMIR,SAMBA,184121,09-11-2019,Manufacturing,Micro, 1) 24109; 2) 31009; 3) 22209,8,25,SAMBA,11-11-2019,624
8006832,MAKHAN CLOTH HOUSE,General,Male,No,Proprietary, 1) 8 VILL-MASHKA DRAMAN BASOHLIKATHUAJAMMU AND KASHMIR,"vill-Mashka,po-hutt",JAMMU AND KASHMIR,KATHUA,184201,01-04-2019,Services,Micro, 1) 96091,1,5,KATHUA,14-11-2019,7
8006002,M/S PERFECT POLYMERS INDUSTRIES,General,Male,No,Partnership, 1) PLOT NO. 85 PHASE III GANGYAL JAMMUJAMMUJAMMU AND KASHMIR,"PLOT NO 85, PHASE III, INDUSTRIAL ESTATE GANGYAL ",JAMMU AND KASHMIR,JAMMU,180010,01-06-2007,Manufacturing,Small, 1) 16109,15,97,JAMMU,14-11-2019,5
8045044,AARAV TRADERS,General,Male,No,Proprietary, 1) DIANI SAMBA SAMBA SAMBASAMBAJAMMU AND KASHMIR,"DIANI, SAMBA, SAMBA, SAMBA, SAMBA",JAMMU AND KASHMIR,SAMBA,184121,18-11-2019,Services,Micro, 1) 85500; 2) 82199,1,3,SAMBA,19-11-2019,624
8084080,M/S MUSKAN TRADERS,General,Female,No,Proprietary, 1) KH NO 445 MODEL TOWN GANGYAL JAMMUJAMMUJAMMU AND KASHMIR,"KH NO 445, MODEL TOWN, OPP TCM STEEL AND WIRE INDUSTRY, GANGYAL, JAMMU",JAMMU AND KASHMIR,JAMMU,180010,24-09-2015,Manufacturing,Micro, 1) 13924; 2) 13923; 3) 13999,4,15,JAMMU,23-11-2019,5
8037256,GUPTA INDUSTRIES,General,Male,No,Partnership, 1) 116 PHASE - II JAMMU JAMMUJAMMUJAMMU AND KASHMIR,"116, PHASE - II, GANGYAL, JAMMU, JAMMU",JAMMU AND KASHMIR,JAMMU,180010,01-04-2000,Manufacturing,Micro, 1) 13924; 2) 13923; 3) 14102; 4) 13931,4,18,JAMMU,18-11-2019,5
8039260,NUSU ENTERPRISES,ST,Male,No,Partnership, 1) 216 TRESPONE KARGIL KARGILSRINAGARJAMMU AND KASHMIR,C/O BSNL OFFICE KARGIL,JAMMU AND KASHMIR,SRINAGAR,194103,01-11-2019,Services,Micro, 1) 95210,2,3,SRINAGAR,18-11-2019,13
8057733,HEALTHWAY DIAGNOSTIC CENTRE,General,Male,No,Proprietary, 1) 0 HEALTHWAY DIAGNOSTIC CENTRE SRINAGAR SRINAGARSRINAGARJAMMU AND KASHMIR,"HEALTHWAY DIAGNOSTIC CENTRE, ZAKURA CROSSING, SRINAGAR",JAMMU AND KASHMIR,SRINAGAR,190024,01-11-2019,Services,Micro, 1) 86100,2,10,SRINAGAR,20-11-2019,13
265882,Nagar vehicle,OBC,NA,NA,Proprietary,NA,Gram Barkheda Post  Tehsil khilchipura,MADHYA PRADESH,RAJGARH,465689,21/04/2015,Services,Micro, 1) 47739,2,1.00,RAJGHAR,24/02/2016,422
265893,SURESH TRAVEL,General,NA,NA,Proprietary,NA,BEGAMPURA UJJAIN,MADHYA PRADESH,UJJAIN,456001,12/01/2016,Services,Micro, 1) 79110,2,8.00,UJJAIN,24/02/2016,435
265904,BHAGIRATH FLOUR MILL,OBC,NA,NA,Proprietary,NA,HOUSE NO.409 EWS MUKHARJI NAGAR DEWAS,MADHYA PRADESH,DEWAS,455001,07/08/2015,Manufacturing,Micro, 1) 10611,2,5.00,DEWAS,24/02/2016,402
265920,dairy products,OBC,NA,NA,Proprietary,NA,Gram Post Nataram Tahsil khilchipur,MADHYA PRADESH,RAJGARH,465689,23/04/2015,Manufacturing,Micro, 1) 10504,2,1.00,RAJGHAR,24/02/2016,422
265964,MARMAT TRAVEL,General,NA,NA,Proprietary,NA,NARAYAN PURA UJJAIN,MADHYA PRADESH,UJJAIN,456001,08/01/2016,Services,Micro, 1) 79110,2,5.00,UJJAIN,24/02/2016,435
266060,AMIT E-RIKSHAW,ST,NA,NA,Proprietary,NA,BADNAGAR,MADHYA PRADESH,UJJAIN,456001,15/01/2016,Services,Micro, 1) 79110,1,2.00,UJJAIN,24/02/2016,435
266189,Rajni Krana dukan,General,NA,NA,Proprietary,NA,gram hinouti sarra teh. tejgharh,MADHYA PRADESH,DAMOH,470661,16/02/2016,Services,Micro, 1) 96091,1,1.00,DAMOH,24/02/2016,400
266324,IQWAL READYMATE,General,NA,NA,Proprietary,NA,BHARGAV MARG UJJAIN,MADHYA PRADESH,UJJAIN,456001,06/01/2016,Services,Micro, 1) 47711,2,2.00,UJJAIN,24/02/2016,435
266454,ten house,SC,NA,NA,Proprietary,NA,Gram Jatamadi Post Chhapihed Teh.khilchipur,MADHYA PRADESH,RAJGARH,465689,29/04/2015,Services,Micro, 1) 82990,10,10.00,RAJGHAR,24/02/2016,422
266673,MAYUR ENGINEERING,General,NA,NA,Proprietary,NA,A M 11Housing  bord colony sector - 1 pithampur,MADHYA PRADESH,DHAR,454775,24/02/2016,Manufacturing,Micro, 1) 32909,8,6.00,PITHAMPUR ,24/02/2016,403
190,SHREE INSTITUTION OF COMPUTER EDUCATION SOCIETY,OBC,NA,NA,Proprietary,NA,VILL DHARMANPUR POST JAMALPUR DIST VARANASI  221105,UTTAR PRADESH,VARANASI,NA,19/02/2015,Services,Micro, 1) 85221,5,2.00,VARANASHI,19/10/2015,187
222,Reliable Green ventures pvt ltd(opc),General,NA,NA,Private Limited Company,NA,"Plot no 218, Vill Taraon, Post Danganj, Dist Varanasi 221101",UTTAR PRADESH,VARANASI,NA,06/08/2015,Manufacturing,Micro, 1) 30999,14,18.00,VARANASHI,19/10/2015,187
356,Ridhdhi sidhdhi boutique,General,NA,NA,Proprietary,NA,"Plot number 30, House number B-37/54-B,Giri Nagar Colony,Birdopur,Varanasi-221010",UTTAR PRADESH,VARANASI,NA,10/05/2007,Manufacturing,Micro, 1) 14105,6,1.00,VARANASHI,19/10/2015,187
365,saurabh cold water,General,NA,NA,Proprietary,NA,Village karajahi Post gauri bazarDist Deoria,UTTAR PRADESH,DEORIA,NA,15/04/2013,Manufacturing,Micro, 1) 36000,2,10.00,NULL,01/10/2015,137
369,TARA &amp; COMPANY,SC,NA,NA,Proprietary,NA,"VILL BABERI , POST -SOHILAPUR",UTTAR PRADESH,GHAZIPUR,NA,14/08/2015,Manufacturing,Micro, 1) 43299,10,25.00,NULL,01/10/2015,146
372,kaya care medical store,General,NA,NA,Proprietary,NA,hospital road ward no 5 salempur deoria up,UTTAR PRADESH,DEORIA,NA,02/12/1979,Manufacturing,Micro, 1) 24201,20,2.00,NULL,01/10/2015,137
383,Sharp laboratories Gramodyog Sanstha,General,Male,No,Society, 1) 125 KHADI GRAMODYOG EMPORIUM maheshpur varanasiVARANASIUTTAR PRADESH,"Vill.-Maheshpur,post-industrial estate,varanasi",UTTAR PRADESH,VARANASI,221106,29/11/2002,Manufacturing,Micro, 1) 32909,5,1.00,VARANASHI,19/10/2015,187
387,SHARMA  ENTERPRISE,General,NA,NA,Proprietary,NA,"RAJ KAMAL PARK, NEAR EKTA NAGAR ROORKEE ROAD",UTTAR PRADESH,MEERUT,NA,01/01/2014,Services,Micro, 1) 85500,1,1.00,NULL,02/10/2015,169
397,AddCarts Group,OBC,NA,NA,Others,NA,"102 A Aruna Nagar, Etah",UTTAR PRADESH,ETAH,NA,02/10/2015,Services,Micro, 1) 74909,1,1.00,NULL,02/10/2015,138
400,S.P.S. Enterprises,OBC,NA,NA,Proprietary,NA,"102 A Aruna Nagar, Etah",UTTAR PRADESH,ETAH,NA,02/10/2015,Services,Micro, 1) 74909,1,1.00,NULL,02/10/2015,138
8016576,BADA NAAM SERVICES PVT. LTD.,General,Male,No,Private Limited Company," 1) Ground Floor C/o Badar Singh Rawat Majari Mafi, Mohkampur DehradunDEHRADUNUTTARAKHAND","C/o Badar Singh RawatLane No.3, Kalinka Vihar, Majari Mafi, Mohkampur, Dehradun - 248001",UTTARAKHAND,DEHRADUN,248001,05-11-2019,Services,Micro, 1) 85499; 2) 63999; 3) 69201; 4) 58111; 5) 78300,1,1,DIC DEHRADUN,15-11-2019,49
8016391,Mohammad Khalid ,OBC,Male,No,Proprietary, 1) H N 72 Gali No 3 Rudra Enclave Fazalpur Mehraula Rudrapur RudrapurUDHAM SINGH NAGARUTTARAKHAND,Gandhi Mobile Indra Chowk Rudrapur,UTTARAKHAND,UDHAM SINGH NAGAR,263153,01-11-2019,Services,Micro, 1) 66309,4,10,DIC UDHAM SINGH NAGAR,15-11-2019,56
8018146,sangharsh mishra,General,Male,No,Proprietary, 1) TRIPATHI WALI GALI TRIPATHI WALI GALI VIKAS COLONY HARIDWARHARIDWARUTTARAKHAND,"TRIPATHI WALI GALI,VIKAS COLONY,HARIDWAR,UK-249401",UTTARAKHAND,HARIDWAR,249401,30-01-2018,Services,Micro, 1) 96091,1,1,DIC HARIDWAR,15-11-2019,50
8017063,Tour De India,OBC,Female,No,Proprietary," 1) F-1, 1st Floor Siya Kutir Apartment Canal Road DehradunDEHRADUNUTTARAKHAND","F-1, Siya Kutir Apartment, Gangotri Vihar, Canal Road",UTTARAKHAND,DEHRADUN,248001,10-11-2019,Services,Micro, 1) 79110,1,1,DIC DEHRADUN,15-11-2019,49
8018324,RENU MINOCHA TIFFIN SERVICES,General,Female,No,Proprietary, 1) 67/30 RENU MINOCHA TIFFIN SERVICES TYAGI ROAD DEHRADUNDEHRADUNUTTARAKHAND,"67/30, STREET NO. 23, TYAGI ROAD",UTTARAKHAND,DEHRADUN,248001,01-04-2019,Services,Micro, 1) 56302; 2) 56292,1,1,DIC DEHRADUN,15-11-2019,49
8019422,relex footware,SC,Male,No,Self Help Group, 1) vill. devipura maldhan maldhan chaur no - 4 ramnagarNAINITALUTTARAKHAND,vill-devipura maldhan chaur no - 4 ramnagar (nainital) uttarakhand,UTTARAKHAND,NAINITAL,244713,01-08-2019,Manufacturing,Micro, 1) 32909,3,2,DIC HALDWANI,15-11-2019,51
8020517,INHERO BIOTECH PRIVATE LIMITED,General,Male,No,Private Limited Company, 1) 406 SSV APARTMENT RISHIKESH DEHRADUNDEHRADUNUTTARAKHAND,"406, SSV APARTMENT, HARIPURKALA, RISHIKESH",UTTARAKHAND,DEHRADUN,249201,17-12-2018,Manufacturing,Micro, 1) 21001,5,5,DIC DEHRADUN,15-11-2019,49
8021935,ROBIN CYBER CAFE,General,Male,No,Proprietary, 1) WARD NO-01 KOTI ATHOORWALA DEHRADUNDEHRADUNUTTARAKHAND,RISHIKESH ROAD JOLLYGRANT,UTTARAKHAND,DEHRADUN,248202,01-08-2019,Services,Micro, 1) 95111,1,1,DIC DEHRADUN,15-11-2019,49
8022876, MAA JI ENTERPRISES,General,Male,No,Proprietary, 1) - VILLAGE PATHARI BASTI NO.1 HARDWAR HARIDWARHARIDWARUTTARAKHAND,VILLAGE PATHARI BASTI NO.1 HARDWAR,UTTARAKHAND,HARIDWAR,299404,14-11-2019,Manufacturing,Micro, 1) 32909,1,1,DIC HARIDWAR,15-11-2019,50
8026217,M/s VIDEO VISION DIGITALS,General,Female,No,Proprietary, 1) 121/4 SUNVIEW COLONY CLEMENT TOWN DEHRADUNDEHRADUNUTTARAKHAND,"121/4 SUNVIEW COLONY LANE C-24, TURNER ROAD CLEMENT TOWN ",UTTARAKHAND,DEHRADUN,248002,01-11-2019,Services,Micro, 1) 59112; 2) 74202,2,1,DIC DEHRADUN,16-11-2019,49
101508,Safiul Telecom,General,NA,NA,Proprietary,NA,"Vill: Ishwaripur, P.O.: Suryapur, P.S.: Khardah",WEST BENGAL,NORTH 24 PRAGANAS,700121,14/06/2013,Services,Micro, 1) 61900,2,2.00,N. 24- PRAGANAS,21/12/2015,303
101574,M/s Puspakamal Wooden Furnitures,OBC,NA,NA,Proprietary,NA,"9th Mile, Thurbo T.E., Mirik",WEST BENGAL,DARJEELING,734214,15/06/2009,Manufacturing,Micro, 1) 31001,2,1.00,DARJEELING,21/12/2015,309
101660,M/s Suman Dairy Products,OBC,NA,NA,Proprietary,NA,"Batasia Busty, PO: Batasia, PS: Lodhoma, Darjeeling",WEST BENGAL,DARJEELING,734221,18/07/2007,Manufacturing,Micro, 1) 10504,2,1.00,DARJEELING,21/12/2015,309
101760,MASON,General,NA,NA,Proprietary,NA,"VILL-GORAPARA,P.O-HANSRA,P.S-PANRUI",WEST BENGAL,BIRBHUM,731214,25/09/2007,Manufacturing,Micro, 1) 43309,7,3.00,BIRBHUM,21/12/2015,307
101767,S P ENTERPRISE,General,NA,NA,Proprietary,NA,34/C SATKARI MITRA LANE KOLKATA 700054,WEST BENGAL,KOLKOTA,700054,04/06/2008,Manufacturing,Micro, 1) 22199,2,1.00,KOLKOTA,21/12/2015,315
101779,MASON,SC,NA,NA,Proprietary,NA,"VILL-GORAPARA,P.O-HANSRA,P.S-PANRUI",WEST BENGAL,BIRBHUM,731214,02/02/2010,Manufacturing,Micro, 1) 43301,5,1.00,BIRBHUM,21/12/2015,307
101814,HEALTH WOAKER,OBC,NA,NA,Others,NA,VILL- GORAPARAPO-HANSRAPS-PANRUIDIST-BIRBHUM,WEST BENGAL,BIRBHUM,731214,01/01/2010,Manufacturing,Micro, 1) 32909,2,1.00,BIRBHUM,21/12/2015,307
101903,FOOTWEAR SHOP,OBC,NA,NA,Others,NA,"Narasunda, Batikar, PANRUI",WEST BENGAL,BIRBHUM,731121,01/01/2010,Services,Micro, 1) 47713,2,3.00,BIRBHUM,21/12/2015,307
101930,MANTU CYCLE REPAIRING,General,NA,NA,Proprietary,NA,"VILL-CHHATAR BANDI,P.O-HANSRA,P.S-PANRUI",WEST BENGAL,BIRBHUM,731214,18/11/2010,Services,Micro, 1) 45200,2,2.00,BIRBHUM,21/12/2015,307
102128,ODEUR D FLORA,General,NA,NA,Proprietary,NA,"TELI SARAK (BYE LANE) KUNDU LANE, POST BANSBERIA, PS MOGRA, DIST HOOGHLY",WEST BENGAL,HOOGHLY,712502,01/10/2015,Manufacturing,Micro, 1) 20238,3,2.00,HOOGHLY,21/12/2015,312
5248326,malleswari beauty saloon,General,Female,No,Proprietary, 1) 42-9-9A YASUKRUPA AJITHSING NAGAR VIJAYAWADAKRISHNAANDHRA PRADESH,42-9-9A YASUKRUPA RAITHU BAZAR STREET AJITHSING NAGAR VIJAYAWADA,ANDHRA PRADESH,KRISHNA,520015,01/01/2001,Services,Micro, 1) 96020,1,2.00,KRISHNA,19/09/2018,510
5248461,SRI SIVA SAI COTTON TRADERS,General,Male,No,Proprietary, 1) 19-7-176K C/O TIRUMALA  COTTON  MILL KAMMASESHAIAH GROUND GUNTURGUNTURANDHRA PRADESH,"SRI SIVA SAI COTTON TRADERS,PROP.ANNEM VENKATA NAGA SIVAREDDY,19-7-176K, ETUKURU ROAD,  KAMMASESHAIAH GROUND,GUNTUR,AP",ANDHRA PRADESH,GUNTUR,522003,23/05/2014,Manufacturing,Micro, 1) 01632,9,20.00,GUNTUR,19/09/2018,506
5248534,MUPPIDI RANGANAYAKULU & SONS,General,Male,No,Partnership, 1) 21-32-51 TOWN KOTHA ROAD VISAKHAPATNAM VISAKHAPATNAMVISAKHAPATNAMANDHRA PRADESH,D.NO:21-32-51 TOWN KOTHA ROAD VISAKHAPATNAM,ANDHRA PRADESH,VISAKHAPATNAM,530001,30/07/1949,Services,Small, 1) 35202,11,40.00,VISAKHAPATNAM,19/09/2018,520
5249907,RAVISHANKARA ENGINEERS,OBC,Male,No,Proprietary, 1) Plot No.3 APIIC Industrial Park Naidupeta (Mandal) NaidupetaSPSR NELLOREANDHRA PRADESH,"Plot No.3, APIIC Industrial Park, Menakur Village, Naidupet Mandal,SPSR Nellore Dist",ANDHRA PRADESH,SPSR NELLORE,524421,01/01/2015,Manufacturing,Small, 1) 33190; 2) 25119; 3) 77309,12,125.00,SHRI POTTI SRIRAMULU NELLORE,19/09/2018,515
5250312,DHANALAKSHMI TRANSPORT,SC,Female,No,Proprietary, 1) 0-0 venugopalapuram vedurukuppam vedurukuppamCHITOORANDHRA PRADESH,"0-0,venugopalapuram,vedurukuppam",ANDHRA PRADESH,CHITOOR,517569,21/09/2017,Services,Micro, 1) 49231,2,7.00,CHITOOR,19/09/2018,503
5251436,SRI LAKSHMI SRINIVASA ELECTRICALS,General,Male,No,Proprietary, 1) opp.Hero Honda show Main Road Near Nagendra Nagar OngolePRAKASAMANDHRA PRADESH,"Podili (V&amp;M), Prakasam District.",ANDHRA PRADESH,PRAKASAM,523240,12/05/2013,Manufacturing,Micro, 1) 33132,4,10.00,PRAKASAM,19/09/2018,517
5252039,MADDU PRAKASA RAO,SC,Male,No,Proprietary, 1) D.NO.6-27 PYAPARRU PYAPARRU AMRATHALURGUNTURANDHRA PRADESH,"D.NO.6-27, PYAPARRU VILLAGE, AMRATHALUR MANDAL, GUNTUR DIST,",ANDHRA PRADESH,GUNTUR,522341,23/08/2018,Services,Micro, 1) 49231,2,9.00,GUNTUR,19/09/2018,506
5252253,NAGENDRAMMA TRANSPORT,SC,Female,No,Proprietary, 1) 000 SAIPETA VILLAGE KONDAPURAM MANDAL NELLORESPSR NELLOREANDHRA PRADESH,"SAIPETA VILLAGE, KONDAPURAM MANDAL, NELLORE DIST.",ANDHRA PRADESH,SPSR NELLORE,524201,31/05/2018,Services,Micro, 1) 49231,1,7.00,SHRI POTTI SRIRAMULU NELLORE,19/09/2018,515
5253567,M/S.MAYUR PVC PIPES INDUSTRIES,General,Male,No,Proprietary, 1) PLOT NO.134 Growth Centre BOBBILI vizianagaramVIZIANAGARAMANDHRA PRADESH,"PLOT NO.134, GROWTH CENTRE BOBBILI, VIZIANAGARAM",ANDHRA PRADESH,VIZIANAGARAM,535558,18/09/2018,Manufacturing,Micro, 1) 22207,8,25.00,VIZIANAGARAM,20/09/2018,521
5253572,PRAKRUTHI FOOD INDUSTRY,ST,Male,No,Proprietary, 1) 00 SEETHAMMAPETA ITDA COMPLEX SEETHAMMAPETA SEETHAMMAPETASRIKAKULAMANDHRA PRADESH,GUMMADA VILLAGE AND POST SEETHAMMPETA MANDAL SRIKAKULAM,ANDHRA PRADESH,SRIKAKULAM,532460,19/09/2018,Manufacturing,Micro, 1) 10796,10,10.00,SRIKAKULAM,20/09/2018,519
7997972,M/s ANGA SISTERS ENTERPRISES,ST,Female,No,Proprietary, 1) W11/F50 F-SECTOR ITANAGAR ITANAGARPAPUM PAREARUNACHAL PRADESH,"W11/F50, F-SECTOR, ITANAGAR, PO: RK MISSION, PS: ITANAGAR",ARUNACHAL PRADESH,PAPUM PARE,791113,15-01-2019,Manufacturing,Micro, 1) 13999,10,19,"CAPITAL COMPLEX, NAHARLAGUN",13-11-2019,237
7987970,ms TT TEXTILE ENTERPRISE,ST,Male,No,Proprietary, 1) g extension g extension g extension naharlagunPAPUM PAREARUNACHAL PRADESH,g extension,ARUNACHAL PRADESH,PAPUM PARE,791110,02-10-2018,Manufacturing,Micro, 1) 13121,4,3,"CAPITAL COMPLEX, NAHARLAGUN",12-11-2019,237
8094231,Devi collection ,SC,Female,No,Proprietary, 1) Malo linggi compound Cheta 2 Lower market RoingLOWER DIBANG VALLEYARUNACHAL PRADESH,Cheta 2,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,792110,03-06-2019,Services,Micro, 1) 96010,1,2,ROING,25-11-2019,235
8148956,M/S L.R AGRO ENTERPRISE,ST,Male,No,Partnership, 1) 00 DUMPORIJO DUMPORIJO DAPORIJOUPPER SUBANSIRIARUNACHAL PRADESH,DUMPORIJO P.O-DUMPORIJO,ARUNACHAL PRADESH,UPPER SUBANSIRI,791122,15/11/2019,Services,Micro, 1) 70200,3,2.00,UPPER SUBANSIRI,02/12/2019,241
8120089,Plaza Restaurant ,General,Male,No,Proprietary, 1) T Chai market tezu Tezu Tezu TezuLOHITARUNACHAL PRADESH,T chai market ,ARUNACHAL PRADESH,LOHIT,792001,07-10-2017,Manufacturing,Micro, 1) 13999,5,5,LOHIT,28-11-2019,234
8187893,M/s RC  ENTERPRISE,ST,Male,No,Proprietary, 1) S/O SANJAY MIJI KHELLONG NAFRA WEST KAMENGWEST KAMENGARUNACHAL PRADESH,hollongi tanagar arunachal pradesh ,ARUNACHAL PRADESH,PAPUM PARE,791113,01-12-2019,Manufacturing,Micro, 1) 33132,10,5,YUPIA,06-12-2019,237
7183670,MERAKI PINES,General,Female,No,Proprietary, 1) E-78 VILLAGE NGORLUNG VILLAGE NGORLUNG EAST SIANGEAST SIANGARUNACHAL PRADESH,"E-78, VILLAGE NGORLUNG,  P.O. RUKSIN,",ARUNACHAL PRADESH,EAST SIANG,791102,01-07-2019,Services,Micro, 1) 74909,2,3,EAST SIANG,19-07-2019,232
7190787,M/S.MUALIN BRICK UNIT,ST,Male,No,Proprietary, 1) RAJANAGAR-II RAJANAGAR-II RAJANAGAR BORDUMSACHANGLANGARUNACHAL PRADESH,"VILL:RAJANAGAR-II, P/O:BORDUMSA, P/O:BORDUMSA,",ARUNACHAL PRADESH,CHANGLANG,792056,12-06-2018,Manufacturing,Micro, 1) 23921,20,6,CHANGLANG,20-07-2019,229
7191485,M/S JS Enterprise,ST,Female,No,Proprietary, 1) HNo.-128 LATHAO Lathao Circle NamsaiNAMSAIARUNACHAL PRADESH,"HNo.-128, NH-52, Lathao",ARUNACHAL PRADESH,LOHIT,792103,15-05-2019,Manufacturing,Micro, 1) 01639,5,12,LOHIT,20-07-2019,234
7192049,M/S Aradhana Enterprise,General,Male,No,Proprietary," 1) HNo. E-40, Block 3 Mahadevpur 3 Mahadevpur NamsaiNAMSAIARUNACHAL PRADESH","HNo. E-40, Block 3, Mahadevpur 3, PMGY Road,	Mahadevpur",ARUNACHAL PRADESH,LOHIT,792103,15-05-2019,Manufacturing,Micro, 1) 01639,5,12,LOHIT,20-07-2019,234
8019053,M/S MONDAL ENTERPPRISE,General,Female,No,Proprietary, 1) NA VILL- BALABHITA BALABHITA BARPETABARPETAASSAM,"VILL- BALABHITA, PO- BALABHITA, BARPETA",ASSAM,BARPETA,781313,03-04-2019,Manufacturing,Micro, 1) 23954; 2) 23952,7,25,BARPETA,15-11-2019,280
